so too does the idea that accommodating religious differences is dangerous	L’ idée de concilier les différences religieuses semble donc dangereuse .
i also wish to thank you for having taken an initially positive view of the need to create a thematic network with regard to short route navigation which is a very important initiative on the part of amrie	Je tiens à vous remercier également pour votre attitude immédiatement favorable à la mise en place d' un réseau thématique concernant la navigation maritime sur de courtes distances , qui est une initiative très importante de l' AMRIE .
moreover i think that we still do not have a cross - border initiative that would collectively remedy the concerns of transnational minorities	En outre , je pense que nous n' avons pas encore d' initiative visant à répondre de manière collective aux préoccupations des minorités transnationales .
some 130 members of congress have signed a letter demanding action on china ’s currency	Quelques 130 membres du Congrès américain ont signé un document exigeant une action sur la devise chinoise .
in one case a new commercial building and designs for houses that were accepted by clients	Dans un cas , le nouveau design et la construction commerciale pour des maisons qui furent acceptées par les clients .
now we track on the person 's head the head motions --	Ici , on suit les mouvements de la tête de la personne .
in my proposals i have developed some of the points and gone further than the council wishes i am more specific on some points	Les propositions que j' ai présentées dans ce rapport développent un certain nombre de points , en allant plus loin que ne le souhaite le Conseil .
i was also an early writer	J' étais aussi un écrivain précoce .
but at the same time it was tragic to have to witness the extent of the street violence	Mais j' estime néanmoins terrible de devoir contempler une telle violence dans la rue .
and what i want to do is write molecular programs potentially to build technology and there are a lot of people doing this a lot of synthetic biologists doing this like craig venter and they concentrate on using cells	Et ce que j' aimerais faire c' est écrire des programmes moléculaires pour potentiellement aboutir à un objet technologique Et il y a beaucoup de gens qui travaillent sur ce sujet , beaucoup de biologistes spécialisés dans la synthèse y travaillent , comme Craig Venter , et ils se concentrent sur l' utilisation des cellules .
and governments must respond to the banks ’ threats by declaring their willingness to let insolvent banks be judged accordingly	Les autorités gouvernementales doivent aussi répondre aux menaces des banques en déclarant leur intention de laisser le marché rendre son verdict sur les banques insolvables .
mapping is of course not just about cartography it 's also about imagery	Créer une carte est , bien sûr , plus que simplement la cartographie , c' est aussi de l' imagerie .
that is why mere palliatives can not be enough	C' est pourquoi les simples remèdes palliatifs ne peuvent suffire .
i was late for school this morning	J' étais en retard à l' école ce matin .
he ca n't know the truth	Il ne peut pas connaître la vérité .
nato officials persuasively argued that their collective - defense commitment could not be delegated to a non - nato member	Les responsables de l’ Otan ont argumenté avec succès que leur mandat de défense collective ne pouvait être délégué à un pays qui n’ est pas membre de l’ Otan .
princeton – today the world is threatened with a repeat of the 2008 financial meltdown – but on an even more cataclysmic scale	PRINCETON – Encore aujourd’hui , le monde financier est menacé d' une réplique du séisme de 2008 , et ce , à une échelle encore plus catastrophique .
of course it also gives direction and a specific character to the many possibilities open to us there which we also have at regional level	Il revêt bien entendu une orientation et un caractère spécifiques liés à la diversité des opportunités dont nous disposons à l' échelon régional et mondial .
